StringID		Type		X		Y		Demand		ServiceBy
C103		c		2.4		0.4		24.07		T
C104		c		13.0		2.3		31.7		T
C105		c		10.8		11.7		6.01		T
C106		c		18.0		4.4		19.96		T
C107		c		18.4		2.9		61.09		T
C108		c		-19.1		13.7		92.95		T
C109		c		-5.1		-4.3		27.22		T
C110		c		10.2		-17.4		55.9		T
C111		c		-16.1		-4.5		70.72		T
C112		c		-1.1		9.7		72.73		T
C113		c		-6.8		-17.3		45.09		T
C114		c		0.8		-7.3		68.01		T
C115		c		12.5		12.6		49.98		T
C116		c		19.7		4.7		68.48		T
C117		c		3.5		-2.4		85.31		T
C118		c		-5.1		8.3		76.16		T
C119		c		-4.1		-11.3		26.83		T
C120		c		11.2		1.0		65.43		T
C121		c		8.3		0.2		96.13		T
C122		c		-2.1		17.6		50.03		T
C123		c		-10.5		-14.1		73.95		T
C124		c		1.9		-2.5		26.6		T
C125		c		-17.0		-16.5		25.44		T
C126		c		-8.1		-14.0		68.11		T
C127		c		-6.2		-17.5		80.35		T
C128		c		18.1		-13.0		94.53		T
C129		c		5.5		-10.2		48.17		T
C130		c		15.3		10.9		97.38		T
C131		c		-6.6		10.5		32.06		T
C132		c		-4.8		9.9		9.37		T
C133		c		19.3		12.2		52.73		T
C134		c		14.1		11.1		64.69		T
C135		c		-15.1		-4.6		94.93		T
C136		c		-16.7		5.0		34.03		T
C137		c		-17.8		3.0		5.42		T
C138		c		-9.0		-8.2		99.01		T
C139		c		-12.7		3.6		58.78		T
C140		c		-11.8		14.7		8.81		T
C141		c		18.8		12.7		95.04		T
C142		c		-16.5		19.5		29.89		T
C143		c		-8.6		-6.1		95.81		T
C144		c		13.3		-4.5		31.5		T
C145		c		3.9		-2.4		35.48		T
C146		c		-15.3		-12.2		5.21		T
C147		c		-10.7		11.6		71.45		T
C148		c		7.3		16.8		94.06		T
C149		c		1.6		-12.2		90.88		T
C150		c		-16.6		-2.3		9.27		T
C151		c		10.3		19.6		74.76		T
C152		c		-1.7		-9.2		41.67		T
C153		c		-10.8		10.2		12.95		T
C154		c		3.8		-1.2		79.11		T
C155		c		5.2		-4.8		93.08		T
C156		c		13.1		8.3		11.91		T
C157		c		-19.8		-2.4		17.75		T
C158		c		11.6		7.5		97.12		T
C159		c		-1.5		18.9		69.24		T
C160		c		-3.9		-5.1		54.76		T
