StringID		Type		X		Y		Demand		ServiceBy
C101		c		-11.1		9.5		99.46		T
C102		c		-9.5		18.0		51.32		T
C103		c		8.2		31.0		48.53		T
C104		c		16.7		-30.6		13.17		T
C105		c		18.7		-5.5		70.53		T
C106		c		22.1		3.5		73.74		T
C107		c		40.0		34.6		23.38		T
C108		c		17.3		34.0		43.4		T
C109		c		-15.9		16.5		73.63		T
C110		c		3.0		-35.2		84.37		T
C111		c		-15.7		21.6		14.1		T
C112		c		1.7		-11.9		48.29		T
C113		c		-18.9		-7.7		8.65		T
C114		c		14.9		7.1		9.83		T
C115		c		34.5		-28.6		26.8		T
C116		c		9.0		29.4		26.68		T
C117		c		1.2		-20.9		85.55		T
C118		c		5.5		31.1		8.09		T
C119		c		1.7		-28.9		30.45		T
C120		c		-26.3		-5.0		59.63		T
C121		c		-26.8		-12.2		48.56		T
C122		c		34.1		6.8		82.8		T
C123		c		39.3		36.6		55.7		T
C124		c		12.1		-34.5		71.34		T
C125		c		-7.5		7.5		94.65		T
C126		c		13.8		27.3		39.89		T
C127		c		35.7		-34.8		56.82		T
C128		c		-26.9		38.1		22.69		T
C129		c		-7.5		-9.7		85.36		T
C130		c		-2.9		35.1		14.9		T
C131		c		-22.6		28.3		62.47		T
C132		c		28.9		8.4		29.34		T
C133		c		-5.2		-35.5		6.24		T
C134		c		5.3		-7.4		80.85		T
C135		c		38.2		-37.1		82.05		T
C136		c		19.9		-12.4		90.19		T
C137		c		-20.8		39.0		76.72		T
C138		c		-18.9		-22.5		10.46		T
C139		c		-9.4		39.1		73.26		T
C140		c		-28.6		-21.3		43.72		T
C141		c		-24.2		-12.5		49.98		T
C142		c		-3.4		12.9		7.85		T
C143		c		-2.6		38.4		79.06		T
C144		c		-10.5		38.0		39.85		T
C145		c		0.3		18.9		10.8		T
C146		c		33.8		-38.4		47.09		T
C147		c		-37.7		11.5		93.89		T
C148		c		-35.9		-31.5		16.79		T
C149		c		-3.1		-0.4		16.09		T
C150		c		21.8		-27.0		6.79		T
C151		c		-9.7		15.9		90.92		T
C152		c		-33.1		-21.1		93.25		T
C153		c		-37.6		13.1		81.0		T
C154		c		-24.3		-22.3		40.38		T
C155		c		-29.5		-16.4		92.4		T
C156		c		-30.8		-21.6		14.58		T
C157		c		1.8		-5.2		5.63		T
C158		c		31.9		-31.9		42.7		T
C159		c		-25.0		4.2		72.82		T
C160		c		29.0		-33.3		47.32		T
C161		c		6.2		13.2		90.61		T
C162		c		-23.0		-18.2		49.75		T
C163		c		4.6		-18.1		94.97		T
C164		c		9.0		-6.0		76.58		T
C165		c		-23.0		32.0		72.16		T
C166		c		1.2		7.9		76.66		T
C167		c		6.4		-3.4		52.47		T
C168		c		11.6		12.5		52.27		T
C169		c		23.1		-28.2		7.19		T
C170		c		15.5		-38.4		92.87		T
C171		c		-15.4		-12.9		9.1		T
C172		c		-39.5		-4.9		39.48		T
C173		c		-28.7		24.5		88.28		T
C174		c		22.8		-6.3		60.9		T
C175		c		-35.3		25.5		75.97		T
C176		c		27.0		-0.8		56.5		T
C177		c		-6.4		-39.3		42.68		T
C178		c		-33.9		39.5		69.83		T
C179		c		-22.1		14.6		5.72		T
C180		c		-15.9		22.4		46.94		T
C181		c		-23.3		19.1		52.76		T
C182		c		-5.0		-39.4		5.72		T
C183		c		-17.4		31.7		46.75		T
C184		c		23.7		-6.7		52.12		T
C185		c		33.0		-5.8		85.81		T
C186		c		33.3		36.9		68.03		T
C187		c		-16.4		7.5		34.61		T
C188		c		-30.3		-10.6		94.19		T
C189		c		-1.6		31.6		32.75		T
C190		c		31.6		15.5		30.16		T
C191		c		-6.8		2.1		77.48		T
C192		c		-24.3		-34.3		54.84		T
C193		c		-4.1		-5.5		40.96		T
C194		c		27.6		25.3		58.65		T
C195		c		-27.3		31.6		44.14		T
C196		c		-14.5		25.1		17.88		T
C197		c		22.1		-4.2		36.73		T
C198		c		-28.2		-26.0		53.2		T
C199		c		-38.8		-35.2		95.48		T
C200		c		10.0		31.8		8.08		T
