StringID		Type		X		Y		Demand		ServiceBy
C122		c		-5.8		23.0		19.55		T
C123		c		-27.1		-32.2		39.04		T
C124		c		8.9		-0.3		65.02		T
C125		c		-11.3		5.5		94.87		T
C126		c		-9.5		-25.9		85.21		T
C127		c		-19.6		-13.4		97.43		T
C128		c		-39.5		25.1		67.61		T
C129		c		-2.3		19.7		63.1		T
C130		c		-34.5		-1.8		26.27		T
C131		c		-5.8		33.2		41.88		T
C132		c		28.1		28.7		8.28		T
C133		c		-5.6		-9.5		58.63		T
C134		c		32.1		29.9		31.72		T
C135		c		16.2		-10.0		68.61		T
C136		c		-8.5		-32.4		51.14		T
C137		c		-1.2		-20.8		98.93		T
C138		c		0.4		37.0		90.33		T
C139		c		39.2		-28.9		88.49		T
C140		c		6.3		-0.4		83.1		T
C141		c		34.9		34.2		71.62		T
C142		c		28.8		-39.0		84.18		T
C143		c		-35.9		-33.0		63.51		T
C144		c		-29.2		-10.6		71.78		T
C145		c		24.0		13.6		57.88		T
C146		c		-25.7		-19.8		96.61		T
C147		c		-30.9		-23.0		52.19		T
C148		c		25.1		26.1		48.58		T
C149		c		7.7		16.9		46.41		T
C150		c		17.6		-30.1		10.41		T
C151		c		33.2		31.8		28.56		T
C152		c		-35.7		-4.5		96.37		T
C153		c		-20.2		-1.2		30.69		T
C154		c		-21.1		12.3		29.03		T
C155		c		31.3		-30.2		22.77		T
C156		c		20.5		-0.5		36.27		T
C157		c		21.2		9.8		65.03		T
C158		c		-30.9		22.7		49.41		T
C159		c		24.1		0.6		19.82		T
C160		c		-30.8		18.5		17.47		T
