StringID		Type		X		Y		Demand		ServiceBy
C117		c		-30.5		-15.2		99.52		T
C118		c		-38.8		11.3		15.15		T
C119		c		-16.6		2.7		31.83		T
C120		c		-37.0		-11.7		33.76		T
C121		c		21.1		-19.1		15.05		T
C122		c		-38.5		-11.9		55.18		T
C123		c		-0.4		-4.9		61.64		T
C124		c		12.4		-22.0		84.14		T
C125		c		19.5		9.6		47.65		T
C126		c		13.4		-14.5		61.43		T
C127		c		-18.2		-39.1		43.6		T
C128		c		-12.5		19.7		78.89		T
C129		c		8.1		22.0		94.81		T
C130		c		31.2		22.3		87.53		T
C131		c		38.1		28.2		92.83		T
C132		c		-20.1		-21.8		23.32		T
C133		c		-28.2		-37.5		68.58		T
C134		c		21.2		31.1		88.59		T
C135		c		19.4		2.1		75.52		T
C136		c		-9.2		-27.1		29.56		T
C137		c		1.9		33.3		79.59		T
C138		c		12.5		-26.5		53.5		T
C139		c		22.8		-25.9		29.03		T
C140		c		-19.4		18.1		34.52		T
C141		c		-11.4		34.4		69.91		T
C142		c		-32.1		7.4		98.01		T
C143		c		10.1		10.6		57.15		T
C144		c		7.1		-37.9		40.09		T
C145		c		39.3		-12.8		80.92		T
C146		c		37.3		-2.2		12.21		T
C147		c		14.3		-18.8		10.62		T
C148		c		29.2		12.7		8.35		T
C149		c		-11.0		-25.4		91.37		T
C150		c		37.8		-19.5		13.29		T
C151		c		5.7		-36.1		89.56		T
C152		c		11.2		-12.9		79.55		T
C153		c		27.0		-35.6		9.1		T
C154		c		18.9		-39.9		59.34		T
C155		c		29.5		20.1		92.9		T
C156		c		-3.3		-16.3		83.0		T
C157		c		36.6		23.7		54.33		T
C158		c		35.2		-17.5		16.9		T
C159		c		-25.4		38.8		99.69		T
C160		c		38.3		-25.1		76.92		T
