StringID		Type		X		Y		Demand		ServiceBy
C50		c		-0.0		-1.2		4.17		D/T
C51		c		13.2		-27.7		4.0		D/T
C52		c		-9.4		25.6		0.79		D/T
C53		c		20.9		3.6		0.8		D/T
C54		c		-27.5		4.0		4.49		D/T
C55		c		26.1		-21.8		3.69		D/T
C56		c		8.5		8.0		4.08		D/T
C57		c		-26.1		18.8		2.44		D/T
C58		c		8.1		29.5		2.23		D/T
C59		c		11.5		-17.4		0.85		D/T
C60		c		3.0		-12.4		3.98		D/T
C61		c		3.9		-5.4		1.14		D/T
C62		c		-23.8		-8.6		4.65		D/T
C63		c		21.8		-8.1		1.66		D/T
C64		c		4.9		20.8		4.7		D/T
C65		c		-1.3		22.7		3.21		D/T
C66		c		25.1		9.3		3.05		D/T
C67		c		-12.7		25.1		2.44		D/T
C68		c		-14.1		-3.7		1.26		D/T
C69		c		-12.9		-19.5		2.27		D/T
C70		c		-9.7		-25.1		3.8		D/T
C71		c		23.7		-11.2		4.66		D/T
C72		c		7.7		-12.5		2.57		D/T
C73		c		5.6		27.0		1.04		D/T
C74		c		11.2		26.8		1.51		D/T
C75		c		16.0		2.0		3.48		D/T
C76		c		16.4		-19.5		4.93		D/T
C77		c		11.9		-23.5		0.97		D/T
C78		c		-3.8		8.1		3.93		D/T
C79		c		26.0		-20.1		3.36		D/T
C80		c		-18.8		-21.5		1.46		D/T
C81		c		-23.8		-13.7		2.36		D/T
C82		c		22.6		-24.9		3.02		D/T
C83		c		6.2		-3.7		1.18		D/T
C84		c		-11.7		-6.6		2.16		D/T
C85		c		24.2		-11.2		1.73		D/T
C86		c		-22.7		-7.4		2.16		D/T
C87		c		-16.2		-5.5		2.28		D/T
C88		c		-19.8		-11.0		3.12		D/T
C89		c		-29.8		12.4		0.6		D/T
C90		c		-22.9		16.9		3.96		D/T
C91		c		-2.6		27.5		3.27		D/T
C92		c		-13.6		24.1		0.52		D/T
C93		c		-14.0		13.3		3.72		D/T
C94		c		-25.9		-9.5		2.95		D/T
C95		c		-22.4		-29.5		2.25		D/T
C96		c		9.4		-21.7		1.28		D/T
C97		c		27.8		-5.4		4.03		D/T
C98		c		6.5		-28.1		2.39		D/T
C99		c		-29.0		-16.7		4.63		D/T
C100		c		-7.0		20.6		2.15		D/T
C101		c		5.5		23.4		1.09		D/T
C102		c		-25.9		-4.5		1.12		D/T
C103		c		-4.8		-17.0		1.53		D/T
C104		c		-3.0		5.2		2.28		D/T
C105		c		-9.8		-9.6		4.04		D/T
C106		c		-3.5		-26.8		4.85		D/T
C107		c		14.1		15.1		2.52		D/T
C108		c		-17.4		13.2		2.07		D/T
C109		c		12.9		-4.6		1.42		D/T
C110		c		7.5		-19.1		2.08		D/T
C111		c		20.0		-19.0		1.58		D/T
C112		c		-15.8		11.2		3.37		D/T
C113		c		17.7		-23.1		1.6		D/T
C114		c		17.4		-12.3		0.81		D/T
C115		c		27.5		3.4		0.89		D/T
C116		c		-29.4		-12.3		1.15		D/T
C117		c		-28.1		-14.8		4.99		D/T
C118		c		-3.8		-6.8		2.59		D/T
C119		c		19.1		-20.6		0.67		D/T
C120		c		-22.5		29.9		1.28		D/T
C121		c		24.8		28.8		3.97		D/T
C122		c		-12.8		18.5		1.97		D/T
C123		c		-1.7		6.1		3.52		D/T
C124		c		-14.8		14.3		1.83		D/T
C125		c		-3.9		9.2		2.06		D/T
C126		c		26.1		3.0		2.0		D/T
C127		c		-1.4		-12.2		4.11		D/T
C128		c		-9.8		-26.8		4.74		D/T
C129		c		-0.5		-8.5		0.62		D/T
C130		c		14.4		19.4		4.07		D/T
C131		c		-27.9		-27.2		3.0		D/T
C132		c		4.1		9.0		3.23		D/T
C133		c		11.6		-23.0		3.99		D/T
C134		c		2.6		-27.6		2.69		D/T
C135		c		19.2		-18.6		3.75		D/T
C136		c		-4.5		-13.7		3.7		D/T
C137		c		23.9		25.8		2.45		D/T
C138		c		-2.2		24.5		2.05		D/T
C139		c		-1.4		19.2		2.58		D/T
C140		c		26.2		-18.8		0.6		D/T
C141		c		6.1		-24.8		64.0		T
C142		c		0.5		-18.9		42.6		T
C143		c		-16.5		4.9		11.4		T
C144		c		23.5		17.5		63.8		T
C145		c		-11.6		-10.0		39.0		T
C146		c		8.1		16.8		45.84		T
C147		c		4.0		24.4		48.77		T
C148		c		22.7		-18.8		25.18		T
C149		c		-24.6		29.8		25.43		T
C150		c		-9.2		9.8		30.48		T
C151		c		-8.0		21.4		42.69		T
C152		c		-13.1		17.7		11.5		T
C153		c		-9.2		9.2		23.27		T
C154		c		23.4		8.8		96.96		T
C155		c		25.1		4.0		14.49		T
C156		c		-21.1		14.5		52.89		T
C157		c		16.5		-10.5		71.65		T
C158		c		18.2		-20.1		97.47		T
C159		c		-27.1		-20.1		52.07		T
C160		c		-26.9		9.2		69.24		T
C161		c		7.4		21.4		38.17		T
C162		c		25.7		24.4		64.17		T
C163		c		-21.5		16.4		49.63		T
C164		c		18.2		24.7		10.82		T
C165		c		18.7		-21.2		89.72		T
C166		c		-14.7		4.5		58.41		T
C167		c		13.5		-9.9		53.15		T
C168		c		11.7		-7.0		77.59		T
C169		c		13.5		16.8		21.56		T
C170		c		-9.1		22.3		97.19		T
C171		c		-1.1		3.8		94.94		T
C172		c		21.3		5.8		13.12		T
C173		c		-5.5		-13.1		97.45		T
C174		c		28.2		-18.7		94.27		T
C175		c		19.8		7.2		16.28		T
C176		c		-19.0		16.0		81.26		T
C177		c		3.8		23.6		69.27		T
C178		c		-27.2		10.4		42.87		T
C179		c		-0.4		-3.7		42.17		T
C180		c		29.2		16.7		92.42		T
C181		c		6.8		-8.6		24.26		T
C182		c		-19.8		-19.1		23.82		T
C183		c		-4.3		-10.9		64.86		T
C184		c		11.7		-12.7		69.72		T
C185		c		4.4		-24.6		13.05		T
C186		c		-14.6		24.9		54.17		T
C187		c		16.9		-0.9		37.23		T
C188		c		-2.7		-13.3		14.59		T
C189		c		-24.7		-21.7		20.54		T
C190		c		-3.9		7.7		42.73		T
C191		c		10.8		18.8		68.75		T
C192		c		22.9		8.2		99.91		T
C193		c		13.1		29.1		70.45		T
C194		c		-19.0		-15.1		23.76		T
C195		c		7.7		22.1		52.23		T
C196		c		22.7		16.1		57.43		T
C197		c		-13.0		27.9		17.55		T
C198		c		-26.2		1.4		86.24		T
C199		c		4.1		0.7		63.83		T
C200		c		22.5		-28.7		25.22		T
